,region,price,time,service,hist_price
22,SA1,0.0,2019/01/07 08:10:00,lower_60s,0.08
23,SA1,0.0,2019/01/07 08:10:00,lower_6s,0.03
24,SA1,24.790000000968575,2019/01/07 08:10:00,lower_reg,24.98
25,SA1,12.0,2019/01/07 08:10:00,raise_5min,11.82245
26,SA1,2.3700000010430813,2019/01/07 08:10:00,raise_60s,2.37
27,SA1,1.5,2019/01/07 08:10:00,raise_6s,1.5
28,SA1,12.0,2019/01/07 08:10:00,raise_reg,14.0
29,TAS1,0.05999999865889549,2019/01/07 08:10:00,lower_5min,0.06
30,TAS1,0.0,2019/01/07 08:10:00,lower_60s,0.0
31,TAS1,0.0,2019/01/07 08:10:00,lower_6s,0.0
32,TAS1,0.05999999865889549,2019/01/07 08:10:00,lower_reg,0.06
33,TAS1,12.0,2019/01/07 08:10:00,raise_5min,11.82245
34,TAS1,2.580000001937151,2019/01/07 08:10:00,raise_60s,4.95
35,TAS1,3.449999999254942,2019/01/07 08:10:00,raise_6s,4.95
36,TAS1,12.0,2019/01/07 08:10:00,raise_reg,11.82245
37,VIC1,0.05999999865889549,2019/01/07 08:10:00,lower_5min,0.19
38,VIC1,0.0,2019/01/07 08:10:00,lower_60s,0.08
39,VIC1,0.0,2019/01/07 08:10:00,lower_6s,0.03
40,VIC1,24.790000000968575,2019/01/07 08:10:00,lower_reg,24.98
41,VIC1,12.0,2019/01/07 08:10:00,raise_5min,11.82245
42,VIC1,2.3700000010430813,2019/01/07 08:10:00,raise_60s,2.37
43,VIC1,1.5,2019/01/07 08:10:00,raise_6s,1.5
44,VIC1,12.0,2019/01/07 08:10:00,raise_reg,14.0
0,NSW1,240.8529287017882,2019/01/29 18:10:00,energy,265.57928
1,QLD1,205.16398008540273,2019/01/29 18:10:00,energy,226.22644
2,SA1,244.24839156121016,2019/01/29 18:10:00,energy,266.21627
3,TAS1,251.94517366960645,2019/01/29 18:10:00,energy,277.79843
4,VIC1,262.9999999962747,2019/01/29 18:10:00,energy,290.0
5,NSW1,0.1635904423892498,2019/01/29 18:10:00,lower_5min,0.19
6,NSW1,3.725290298461914e-09,2019/01/29 18:10:00,lower_60s,0.0
7,NSW1,3.725290298461914e-09,2019/01/29 18:10:00,lower_6s,0.0
8,NSW1,3.889999996870756,2019/01/29 18:10:00,lower_reg,4.08
9,NSW1,2.0,2019/01/29 18:10:00,raise_5min,2.0
10,NSW1,2.949999999254942,2019/01/29 18:10:00,raise_60s,2.95
11,NSW1,2.780000001192093,2019/01/29 18:10:00,raise_6s,2.78
12,NSW1,187.14839156344533,2019/01/29 18:10:00,raise_reg,211.20626000000001
13,QLD1,0.1635904423892498,2019/01/29 18:10:00,lower_5min,0.19
14,QLD1,3.725290298461914e-09,2019/01/29 18:10:00,lower_60s,0.0
15,QLD1,3.725290298461914e-09,2019/01/29 18:10:00,lower_6s,0.0
16,QLD1,3.889999996870756,2019/01/29 18:10:00,lower_reg,4.08
17,QLD1,2.0,2019/01/29 18:10:00,raise_5min,2.0
18,QLD1,2.949999999254942,2019/01/29 18:10:00,raise_60s,2.95
19,QLD1,2.780000001192093,2019/01/29 18:10:00,raise_6s,2.78
20,QLD1,187.14839156344533,2019/01/29 18:10:00,raise_reg,211.20626000000001
21,SA1,0.1635904423892498,2019/01/29 18:10:00,lower_5min,0.19
22,SA1,3.725290298461914e-09,2019/01/29 18:10:00,lower_60s,0.0
23,SA1,3.725290298461914e-09,2019/01/29 18:10:00,lower_6s,0.0
24,SA1,3.889999996870756,2019/01/29 18:10:00,lower_reg,4.08
25,SA1,2.0,2019/01/29 18:10:00,raise_5min,2.0
26,SA1,2.949999999254942,2019/01/29 18:10:00,raise_60s,2.95
27,SA1,2.780000001192093,2019/01/29 18:10:00,raise_6s,2.78
28,SA1,187.14839156344533,2019/01/29 18:10:00,raise_reg,211.20626000000001
29,TAS1,0.05999999865889549,2019/01/29 18:10:00,lower_5min,0.06
30,TAS1,3.889999996870756,2019/01/29 18:10:00,lower_reg,3.95
31,TAS1,2.0,2019/01/29 18:10:00,raise_5min,2.0
32,TAS1,2.949999999254942,2019/01/29 18:10:00,raise_60s,2.95
33,TAS1,2.780000001192093,2019/01/29 18:10:00,raise_6s,2.78
34,TAS1,2.0,2019/01/29 18:10:00,raise_reg,2.0
35,VIC1,0.1635904423892498,2019/01/29 18:10:00,lower_5min,0.19
36,VIC1,3.725290298461914e-09,2019/01/29 18:10:00,lower_60s,0.0
37,VIC1,3.725290298461914e-09,2019/01/29 18:10:00,lower_6s,0.0
38,VIC1,3.889999996870756,2019/01/29 18:10:00,lower_reg,4.08
39,VIC1,2.0,2019/01/29 18:10:00,raise_5min,2.0
40,VIC1,2.949999999254942,2019/01/29 18:10:00,raise_60s,2.95
41,VIC1,2.780000001192093,2019/01/29 18:10:00,raise_6s,2.78
42,VIC1,187.14839156344533,2019/01/29 18:10:00,raise_reg,211.20626000000001
0,NSW1,118.26000000163913,2019/01/03 14:45:00,energy,120.02
1,QLD1,108.43824871256948,2019/01/03 14:45:00,energy,110.05208
2,SA1,146.8890044912696,2019/01/03 14:45:00,energy,149.82662
3,TAS1,117.00160329788923,2019/01/03 14:45:00,energy,118.73302
4,VIC1,122.45649905130267,2019/01/03 14:45:00,energy,124.27895
5,NSW1,0.14000000059604645,2019/01/03 14:45:00,lower_5min,0.15
6,NSW1,0.029999999329447746,2019/01/03 14:45:00,lower_60s,0.03
7,NSW1,0.0,2019/01/03 14:45:00,lower_6s,0.0
8,NSW1,5.810000000521541,2019/01/03 14:45:00,lower_reg,5.96
9,NSW1,13.75,2019/01/03 14:45:00,raise_5min,13.75
10,NSW1,0.5,2019/01/03 14:45:00,raise_60s,0.5
11,NSW1,0.7899999991059303,2019/01/03 14:45:00,raise_6s,0.79
12,NSW1,13.75,2019/01/03 14:45:00,raise_reg,13.75
13,QLD1,0.14000000059604645,2019/01/03 14:45:00,lower_5min,0.15
14,QLD1,0.029999999329447746,2019/01/03 14:45:00,lower_60s,0.03
15,QLD1,0.0,2019/01/03 14:45:00,lower_6s,0.0
16,QLD1,5.810000000521541,2019/01/03 14:45:00,lower_reg,5.96
17,QLD1,13.75,2019/01/03 14:45:00,raise_5min,13.75
18,QLD1,0.5,2019/01/03 14:45:00,raise_60s,0.5
19,QLD1,0.7899999991059303,2019/01/03 14:45:00,raise_6s,0.79
20,QLD1,13.75,2019/01/03 14:45:00,raise_reg,13.75
21,SA1,0.14000000059604645,2019/01/03 14:45:00,lower_5min,0.15
22,SA1,0.029999999329447746,2019/01/03 14:45:00,lower_60s,0.03
23,SA1,0.0,2019/01/03 14:45:00,lower_6s,0.0
24,SA1,5.810000000521541,2019/01/03 14:45:00,lower_reg,5.96
25,SA1,13.75,2019/01/03 14:45:00,raise_5min,13.75
26,SA1,0.5,2019/01/03 14:45:00,raise_60s,0.5
27,SA1,0.7899999991059303,2019/01/03 14:45:00,raise_6s,0.79
28,SA1,13.75,2019/01/03 14:45:00,raise_reg,13.75
29,TAS1,0.14000000059604645,2019/01/03 14:45:00,lower_5min,0.14
30,TAS1,0.029999999329447746,2019/01/03 14:45:00,lower_60s,0.03
31,TAS1,5.810000000521541,2019/01/03 14:45:00,lower_reg,5.95
32,TAS1,13.75,2019/01/03 14:45:00,raise_5min,13.75
33,TAS1,0.5,2019/01/03 14:45:00,raise_60s,0.5
34,TAS1,0.7899999991059303,2019/01/03 14:45:00,raise_6s,0.79
35,TAS1,13.75,2019/01/03 14:45:00,raise_reg,13.75
36,VIC1,0.14000000059604645,2019/01/03 14:45:00,lower_5min,0.15
37,VIC1,0.029999999329447746,2019/01/03 14:45:00,lower_60s,0.03
38,VIC1,0.0,2019/01/03 14:45:00,lower_6s,0.0
39,VIC1,5.810000000521541,2019/01/03 14:45:00,lower_reg,5.96
40,VIC1,13.75,2019/01/03 14:45:00,raise_5min,13.75
41,VIC1,0.5,2019/01/03 14:45:00,raise_60s,0.5
42,VIC1,0.7899999991059303,2019/01/03 14:45:00,raise_6s,0.79
43,VIC1,13.75,2019/01/03 14:45:00,raise_reg,13.75
0,NSW1,52.96000000089407,2019/01/24 04:15:00,energy,70.3348
1,QLD1,50.068067982792854,2019/01/24 04:15:00,energy,68.72998
2,SA1,49.137885462492704,2019/01/24 04:15:00,energy,64.83465
3,TAS1,124.30000000447035,2019/01/24 04:15:00,energy,125.43
4,VIC1,55.01056294888258,2019/01/24 04:15:00,energy,72.58331
5,NSW1,0.0,2019/01/24 04:15:00,lower_5min,0.8
6,NSW1,-3.725290298461914e-09,2019/01/24 04:15:00,lower_60s,0.15
7,NSW1,-3.725290298461914e-09,2019/01/24 04:15:00,lower_6s,0.13
8,NSW1,3.949999999254942,2019/01/24 04:15:00,lower_reg,23.73
9,NSW1,8.949999999254942,2019/01/24 04:15:00,raise_5min,8.95
10,NSW1,2.7999999970197678,2019/01/24 04:15:00,raise_60s,2.8
11,NSW1,2.9423350654542446,2019/01/24 04:15:00,raise_6s,2.78
12,NSW1,8.949999999254942,2019/01/24 04:15:00,raise_reg,14.0
13,QLD1,0.0,2019/01/24 04:15:00,lower_5min,0.8
14,QLD1,-3.725290298461914e-09,2019/01/24 04:15:00,lower_60s,0.15
15,QLD1,-3.725290298461914e-09,2019/01/24 04:15:00,lower_6s,0.13
16,QLD1,3.949999999254942,2019/01/24 04:15:00,lower_reg,23.73
17,QLD1,8.949999999254942,2019/01/24 04:15:00,raise_5min,8.95
18,QLD1,2.7999999970197678,2019/01/24 04:15:00,raise_60s,2.8
19,QLD1,2.9423350654542446,2019/01/24 04:15:00,raise_6s,2.78
20,QLD1,8.949999999254942,2019/01/24 04:15:00,raise_reg,14.0
21,SA1,0.0,2019/01/24 04:15:00,lower_5min,0.8
22,SA1,-3.725290298461914e-09,2019/01/24 04:15:00,lower_60s,0.15
23,SA1,-3.725290298461914e-09,2019/01/24 04:15:00,lower_6s,0.13
24,SA1,3.949999999254942,2019/01/24 04:15:00,lower_reg,23.73
25,SA1,8.949999999254942,2019/01/24 04:15:00,raise_5min,8.95
26,SA1,2.7999999970197678,2019/01/24 04:15:00,raise_60s,2.8
27,SA1,2.9423350654542446,2019/01/24 04:15:00,raise_6s,2.78
28,SA1,8.949999999254942,2019/01/24 04:15:00,raise_reg,14.0
29,TAS1,0.0,2019/01/24 04:15:00,lower_5min,0.0
30,TAS1,-3.725290298461914e-09,2019/01/24 04:15:00,lower_60s,0.0
31,TAS1,-3.725290298461914e-09,2019/01/24 04:15:00,lower_6s,0.0
32,TAS1,3.949999999254942,2019/01/24 04:15:00,lower_reg,0.0
33,TAS1,8.949999999254942,2019/01/24 04:15:00,raise_5min,8.95
34,TAS1,2.7999999970197678,2019/01/24 04:15:00,raise_60s,2.95
35,TAS1,2.9423350654542446,2019/01/24 04:15:00,raise_6s,2.78
36,TAS1,8.949999999254942,2019/01/24 04:15:00,raise_reg,8.95
37,VIC1,0.0,2019/01/24 04:15:00,lower_5min,0.8
38,VIC1,-3.725290298461914e-09,2019/01/24 04:15:00,lower_60s,0.15
39,VIC1,-3.725290298461914e-09,2019/01/24 04:15:00,lower_6s,0.13
40,VIC1,3.949999999254942,2019/01/24 04:15:00,lower_reg,23.73
41,VIC1,8.949999999254942,2019/01/24 04:15:00,raise_5min,8.95
42,VIC1,2.7999999970197678,2019/01/24 04:15:00,raise_60s,2.8
43,VIC1,2.9423350654542446,2019/01/24 04:15:00,raise_6s,2.78
44,VIC1,8.949999999254942,2019/01/24 04:15:00,raise_reg,14.0
0,NSW1,271.80185202509165,2019/01/26 14:55:00,energy,299.6
1,QLD1,96.4100000038743,2019/01/26 14:55:00,energy,104.73002
2,SA1,84.1900000013411,2019/01/26 14:55:00,energy,78.71
3,TAS1,270.2528395950794,2019/01/26 14:55:00,energy,298.77879
4,VIC1,263.0,2019/01/26 14:55:00,energy,289.89795
5,NSW1,0.45000000298023224,2019/01/26 14:55:00,lower_5min,0.45
6,NSW1,0.04000000283122063,2019/01/26 14:55:00,lower_60s,0.04
7,NSW1,0.0,2019/01/26 14:55:00,lower_6s,0.0
8,NSW1,8.600000001490116,2019/01/26 14:55:00,lower_reg,14.73
9,NSW1,2.0,2019/01/26 14:55:00,raise_5min,2.0
10,NSW1,2.0,2019/01/26 14:55:00,raise_60s,2.0
11,NSW1,2.0,2019/01/26 14:55:00,raise_6s,2.0
12,NSW1,144.9700000025332,2019/01/26 14:55:00,raise_reg,87.73
13,QLD1,0.45000000298023224,2019/01/26 14:55:00,lower_5min,0.45
14,QLD1,0.04000000283122063,2019/01/26 14:55:00,lower_60s,0.04
15,QLD1,0.0,2019/01/26 14:55:00,lower_6s,0.0
16,QLD1,8.600000001490116,2019/01/26 14:55:00,lower_reg,14.73
17,QLD1,2.0,2019/01/26 14:55:00,raise_5min,2.0
18,QLD1,2.0,2019/01/26 14:55:00,raise_60s,2.0
19,QLD1,2.0,2019/01/26 14:55:00,raise_6s,2.0
20,QLD1,144.9700000025332,2019/01/26 14:55:00,raise_reg,87.73
21,SA1,0.45000000298023224,2019/01/26 14:55:00,lower_5min,0.45
22,SA1,0.04000000283122063,2019/01/26 14:55:00,lower_60s,0.04
23,SA1,0.0,2019/01/26 14:55:00,lower_6s,0.0
24,SA1,8.600000001490116,2019/01/26 14:55:00,lower_reg,14.73
25,SA1,2.0,2019/01/26 14:55:00,raise_5min,2.0
26,SA1,2.0,2019/01/26 14:55:00,raise_60s,2.0
27,SA1,2.0,2019/01/26 14:55:00,raise_6s,2.0
28,SA1,144.9700000025332,2019/01/26 14:55:00,raise_reg,87.73
29,TAS1,0.0,2019/01/26 14:55:00,lower_5min,0.0
30,TAS1,0.0,2019/01/26 14:55:00,lower_60s,0.05
31,TAS1,5.950000002980232,2019/01/26 14:55:00,lower_reg,3.95
32,TAS1,2.0,2019/01/26 14:55:00,raise_5min,8.9
33,TAS1,2.0,2019/01/26 14:55:00,raise_60s,2.0
34,TAS1,2.0,2019/01/26 14:55:00,raise_6s,2.0
35,TAS1,2.0,2019/01/26 14:55:00,raise_reg,8.9
36,VIC1,0.45000000298023224,2019/01/26 14:55:00,lower_5min,0.45
37,VIC1,0.04000000283122063,2019/01/26 14:55:00,lower_60s,0.04
38,VIC1,0.0,2019/01/26 14:55:00,lower_6s,0.0
39,VIC1,8.600000001490116,2019/01/26 14:55:00,lower_reg,14.73
40,VIC1,2.0,2019/01/26 14:55:00,raise_5min,2.0
41,VIC1,2.0,2019/01/26 14:55:00,raise_60s,2.0
42,VIC1,2.0,2019/01/26 14:55:00,raise_6s,2.0
43,VIC1,144.9700000025332,2019/01/26 14:55:00,raise_reg,87.73
0,NSW1,52.830000000074506,2019/01/02 02:55:00,energy,61.89
1,QLD1,49.37048137001693,2019/01/02 02:55:00,energy,57.8372
2,SA1,48.90199893526733,2019/01/02 02:55:00,energy,56.2685
3,TAS1,82.34999999962747,2019/01/02 02:55:00,energy,83.43
4,VIC1,49.43206756003201,2019/01/02 02:55:00,energy,57.51831
5,NSW1,0.0,2019/01/02 02:55:00,lower_5min,0.8
6,NSW1,0.0,2019/01/02 02:55:00,lower_60s,0.19
7,NSW1,0.0,2019/01/02 02:55:00,lower_6s,0.13
8,NSW1,8.850000001490116,2019/01/02 02:55:00,lower_reg,14.0
9,NSW1,8.950000001117587,2019/01/02 02:55:00,raise_5min,8.95
10,NSW1,2.0,2019/01/02 02:55:00,raise_60s,2.0
11,NSW1,1.75,2019/01/02 02:55:00,raise_6s,1.75
12,NSW1,8.950000001117587,2019/01/02 02:55:00,raise_reg,10.98
13,QLD1,0.0,2019/01/02 02:55:00,lower_5min,0.8
14,QLD1,0.0,2019/01/02 02:55:00,lower_60s,0.19
15,QLD1,0.0,2019/01/02 02:55:00,lower_6s,0.13
16,QLD1,8.850000001490116,2019/01/02 02:55:00,lower_reg,14.0
17,QLD1,8.950000001117587,2019/01/02 02:55:00,raise_5min,8.95
18,QLD1,2.0,2019/01/02 02:55:00,raise_60s,2.0
19,QLD1,1.75,2019/01/02 02:55:00,raise_6s,1.75
20,QLD1,8.950000001117587,2019/01/02 02:55:00,raise_reg,10.98
21,SA1,0.0,2019/01/02 02:55:00,lower_5min,0.8
22,SA1,0.0,2019/01/02 02:55:00,lower_60s,0.19
23,SA1,0.0,2019/01/02 02:55:00,lower_6s,0.13
24,SA1,8.850000001490116,2019/01/02 02:55:00,lower_reg,14.0
25,SA1,8.950000001117587,2019/01/02 02:55:00,raise_5min,8.95
26,SA1,2.0,2019/01/02 02:55:00,raise_60s,2.0
27,SA1,1.75,2019/01/02 02:55:00,raise_6s,1.75
28,SA1,8.950000001117587,2019/01/02 02:55:00,raise_reg,10.98
29,TAS1,0.0,2019/01/02 02:55:00,lower_5min,0.0
30,TAS1,0.0,2019/01/02 02:55:00,lower_60s,0.0
31,TAS1,0.0,2019/01/02 02:55:00,lower_6s,0.0
32,TAS1,8.850000001490116,2019/01/02 02:55:00,lower_reg,0.0
33,TAS1,8.950000001117587,2019/01/02 02:55:00,raise_5min,8.95
34,TAS1,2.949999999254942,2019/01/02 02:55:00,raise_60s,4.95
35,TAS1,8.200000001117587,2019/01/02 02:55:00,raise_6s,9.95
36,TAS1,8.950000001117587,2019/01/02 02:55:00,raise_reg,8.95
37,VIC1,0.0,2019/01/02 02:55:00,lower_5min,0.8
38,VIC1,0.0,2019/01/02 02:55:00,lower_60s,0.19
39,VIC1,0.0,2019/01/02 02:55:00,lower_6s,0.13
40,VIC1,8.850000001490116,2019/01/02 02:55:00,lower_reg,14.0
41,VIC1,8.950000001117587,2019/01/02 02:55:00,raise_5min,8.95
42,VIC1,2.0,2019/01/02 02:55:00,raise_60s,2.0
43,VIC1,1.75,2019/01/02 02:55:00,raise_6s,1.75
44,VIC1,8.950000001117587,2019/01/02 02:55:00,raise_reg,10.98
0,NSW1,78.8099999986589,2019/01/27 08:10:00,energy,87.64092
1,QLD1,64.7615711800754,2019/01/27 08:10:00,energy,72.01831999999999
2,SA1,84.07312891446054,2019/01/27 08:10:00,energy,90.09662
3,TAS1,135.61000000312924,2019/01/27 08:10:00,energy,161.75
4,VIC1,82.4323663096875,2019/01/27 08:10:00,energy,90.0
5,NSW1,0.44999999925494194,2019/01/27 08:10:00,lower_5min,0.45
6,NSW1,0.11000000312924385,2019/01/27 08:10:00,lower_60s,0.11
7,NSW1,0.04000000096857548,2019/01/27 08:10:00,lower_6s,0.04
8,NSW1,17.280000001192093,2019/01/27 08:10:00,lower_reg,14.73
9,NSW1,18.230000000447035,2019/01/27 08:10:00,raise_5min,12.0
10,NSW1,10.0,2019/01/27 08:10:00,raise_60s,9.822510000000001
11,NSW1,22.12157118320465,2019/01/27 08:10:00,raise_6s,24.15827
12,NSW1,18.230000000447035,2019/01/27 08:10:00,raise_reg,20.0
13,QLD1,0.44999999925494194,2019/01/27 08:10:00,lower_5min,0.45
14,QLD1,0.11000000312924385,2019/01/27 08:10:00,lower_60s,0.11
15,QLD1,0.04000000096857548,2019/01/27 08:10:00,lower_6s,0.04
16,QLD1,17.280000001192093,2019/01/27 08:10:00,lower_reg,14.73
17,QLD1,18.230000000447035,2019/01/27 08:10:00,raise_5min,12.0
18,QLD1,10.0,2019/01/27 08:10:00,raise_60s,9.822510000000001
19,QLD1,22.12157118320465,2019/01/27 08:10:00,raise_6s,24.15827
20,QLD1,18.230000000447035,2019/01/27 08:10:00,raise_reg,20.0
21,SA1,0.44999999925494194,2019/01/27 08:10:00,lower_5min,0.45
22,SA1,0.11000000312924385,2019/01/27 08:10:00,lower_60s,0.11
23,SA1,0.04000000096857548,2019/01/27 08:10:00,lower_6s,0.04
24,SA1,17.280000001192093,2019/01/27 08:10:00,lower_reg,14.73
25,SA1,18.230000000447035,2019/01/27 08:10:00,raise_5min,12.0
26,SA1,10.0,2019/01/27 08:10:00,raise_60s,9.822510000000001
27,SA1,22.12157118320465,2019/01/27 08:10:00,raise_6s,24.15827
28,SA1,18.230000000447035,2019/01/27 08:10:00,raise_reg,20.0
29,TAS1,0.06000000238418579,2019/01/27 08:10:00,lower_5min,0.06
30,TAS1,0.07000000029802322,2019/01/27 08:10:00,lower_60s,0.07
31,TAS1,0.030000001192092896,2019/01/27 08:10:00,lower_6s,0.03
32,TAS1,19.820000000298023,2019/01/27 08:10:00,lower_reg,6.02
33,TAS1,0.0,2019/01/27 08:10:00,raise_5min,8.9
34,TAS1,0.0,2019/01/27 08:10:00,raise_60s,2.95
35,TAS1,0.0,2019/01/27 08:10:00,raise_6s,1.45
36,TAS1,0.05000000260770321,2019/01/27 08:10:00,raise_reg,8.95
37,VIC1,0.44999999925494194,2019/01/27 08:10:00,lower_5min,0.45
38,VIC1,0.11000000312924385,2019/01/27 08:10:00,lower_60s,0.11
39,VIC1,0.04000000096857548,2019/01/27 08:10:00,lower_6s,0.04
40,VIC1,17.280000001192093,2019/01/27 08:10:00,lower_reg,14.73
41,VIC1,18.230000000447035,2019/01/27 08:10:00,raise_5min,12.0
42,VIC1,10.0,2019/01/27 08:10:00,raise_60s,9.822510000000001
43,VIC1,22.12157118320465,2019/01/27 08:10:00,raise_6s,24.15827
44,VIC1,18.230000000447035,2019/01/27 08:10:00,raise_reg,20.0
0,NSW1,92.12186583317816,2019/01/17 03:40:00,energy,94.8
1,QLD1,84.04820085503161,2019/01/17 03:40:00,energy,86.09576
2,SA1,104.20323329791427,2019/01/17 03:40:00,energy,100.43862
3,TAS1,119.03999999910593,2019/01/17 03:40:00,energy,120.13
4,VIC1,103.88094685040414,2019/01/17 03:40:00,energy,101.24558
5,NSW1,0.0,2019/01/17 03:40:00,lower_5min,0.44
6,NSW1,0.0,2019/01/17 03:40:00,lower_60s,0.15
7,NSW1,0.0,2019/01/17 03:40:00,lower_6s,0.13
8,NSW1,8.5,2019/01/17 03:40:00,lower_reg,14.0
9,NSW1,8.949999999254942,2019/01/17 03:40:00,raise_5min,8.95
10,NSW1,2.800000000745058,2019/01/17 03:40:00,raise_60s,2.8
11,NSW1,1.7400000002235174,2019/01/17 03:40:00,raise_6s,1.74
12,NSW1,8.949999999254942,2019/01/17 03:40:00,raise_reg,9.99
13,QLD1,0.0,2019/01/17 03:40:00,lower_5min,0.44
14,QLD1,0.0,2019/01/17 03:40:00,lower_60s,0.15
15,QLD1,0.0,2019/01/17 03:40:00,lower_6s,0.13
16,QLD1,8.5,2019/01/17 03:40:00,lower_reg,14.0
17,QLD1,8.949999999254942,2019/01/17 03:40:00,raise_5min,8.95
18,QLD1,2.800000000745058,2019/01/17 03:40:00,raise_60s,2.8
19,QLD1,1.7400000002235174,2019/01/17 03:40:00,raise_6s,1.74
20,QLD1,8.949999999254942,2019/01/17 03:40:00,raise_reg,9.99
21,SA1,0.0,2019/01/17 03:40:00,lower_5min,0.44
22,SA1,0.0,2019/01/17 03:40:00,lower_60s,0.15
23,SA1,0.0,2019/01/17 03:40:00,lower_6s,0.13
24,SA1,8.5,2019/01/17 03:40:00,lower_reg,14.0
25,SA1,8.949999999254942,2019/01/17 03:40:00,raise_5min,8.95
26,SA1,2.800000000745058,2019/01/17 03:40:00,raise_60s,2.8
27,SA1,1.7400000002235174,2019/01/17 03:40:00,raise_6s,1.74
28,SA1,8.949999999254942,2019/01/17 03:40:00,raise_reg,9.99
29,TAS1,0.0,2019/01/17 03:40:00,lower_5min,0.0
30,TAS1,0.0,2019/01/17 03:40:00,lower_60s,0.0
31,TAS1,0.0,2019/01/17 03:40:00,lower_6s,0.0
32,TAS1,8.5,2019/01/17 03:40:00,lower_reg,3.95
33,TAS1,8.949999999254942,2019/01/17 03:40:00,raise_5min,8.95
34,TAS1,2.800000000745058,2019/01/17 03:40:00,raise_60s,2.8
35,TAS1,1.7400000002235174,2019/01/17 03:40:00,raise_6s,2.0
36,TAS1,8.949999999254942,2019/01/17 03:40:00,raise_reg,8.95
37,VIC1,0.0,2019/01/17 03:40:00,lower_5min,0.44
38,VIC1,0.0,2019/01/17 03:40:00,lower_60s,0.15
39,VIC1,0.0,2019/01/17 03:40:00,lower_6s,0.13
40,VIC1,8.5,2019/01/17 03:40:00,lower_reg,14.0
41,VIC1,8.949999999254942,2019/01/17 03:40:00,raise_5min,8.95
42,VIC1,2.800000000745058,2019/01/17 03:40:00,raise_60s,2.8
43,VIC1,1.7400000002235174,2019/01/17 03:40:00,raise_6s,1.74
44,VIC1,8.949999999254942,2019/01/17 03:40:00,raise_reg,9.99
0,NSW1,77.8899999987334,2019/01/15 00:25:00,energy,83.27329
1,QLD1,71.29274043627083,2019/01/15 00:25:00,energy,76.22006999999999
2,SA1,148.12999999895692,2019/01/15 00:25:00,energy,137.84429
3,TAS1,148.83463334850967,2019/01/15 00:25:00,energy,140.1
4,VIC1,156.14596045948565,2019/01/15 00:25:00,energy,146.13723000000002
5,NSW1,0.14000000059604645,2019/01/15 00:25:00,lower_5min,0.19
6,NSW1,0.04999999888241291,2019/01/15 00:25:00,lower_60s,0.05
7,NSW1,0.0,2019/01/15 00:25:00,lower_6s,0.0
8,NSW1,8.830000000074506,2019/01/15 00:25:00,lower_reg,9.0
9,NSW1,2.7900000009685755,2019/01/15 00:25:00,raise_5min,2.79
10,NSW1,0.9900000002235174,2019/01/15 00:25:00,raise_60s,0.99
11,NSW1,1.4743879120796919,2019/01/15 00:25:00,raise_6s,1.45
12,NSW1,2.7900000009685755,2019/01/15 00:25:00,raise_reg,4.73
13,QLD1,0.14000000059604645,2019/01/15 00:25:00,lower_5min,0.19
14,QLD1,0.04999999888241291,2019/01/15 00:25:00,lower_60s,0.05
15,QLD1,0.0,2019/01/15 00:25:00,lower_6s,0.0
16,QLD1,8.830000000074506,2019/01/15 00:25:00,lower_reg,9.0
17,QLD1,2.7900000009685755,2019/01/15 00:25:00,raise_5min,2.79
18,QLD1,0.9900000002235174,2019/01/15 00:25:00,raise_60s,0.99
19,QLD1,1.4743879120796919,2019/01/15 00:25:00,raise_6s,1.45
20,QLD1,2.7900000009685755,2019/01/15 00:25:00,raise_reg,4.73
21,SA1,0.14000000059604645,2019/01/15 00:25:00,lower_5min,0.19
22,SA1,0.04999999888241291,2019/01/15 00:25:00,lower_60s,0.05
23,SA1,0.0,2019/01/15 00:25:00,lower_6s,0.0
24,SA1,8.830000000074506,2019/01/15 00:25:00,lower_reg,9.0
25,SA1,2.7900000009685755,2019/01/15 00:25:00,raise_5min,2.79
26,SA1,0.9900000002235174,2019/01/15 00:25:00,raise_60s,0.99
27,SA1,1.4743879120796919,2019/01/15 00:25:00,raise_6s,1.45
28,SA1,2.7900000009685755,2019/01/15 00:25:00,raise_reg,4.73
29,TAS1,0.14000000059604645,2019/01/15 00:25:00,lower_5min,0.06
30,TAS1,0.04999999888241291,2019/01/15 00:25:00,lower_60s,0.05
31,TAS1,0.0,2019/01/15 00:25:00,lower_6s,0.0
32,TAS1,8.830000000074506,2019/01/15 00:25:00,lower_reg,8.87
33,TAS1,2.7900000009685755,2019/01/15 00:25:00,raise_5min,2.79
34,TAS1,0.9900000002235174,2019/01/15 00:25:00,raise_60s,0.99
35,TAS1,1.4743879120796919,2019/01/15 00:25:00,raise_6s,1.45
36,TAS1,2.7900000009685755,2019/01/15 00:25:00,raise_reg,4.73
37,VIC1,0.14000000059604645,2019/01/15 00:25:00,lower_5min,0.19
38,VIC1,0.04999999888241291,2019/01/15 00:25:00,lower_60s,0.05
39,VIC1,0.0,2019/01/15 00:25:00,lower_6s,0.0
40,VIC1,8.830000000074506,2019/01/15 00:25:00,lower_reg,9.0
41,VIC1,2.7900000009685755,2019/01/15 00:25:00,raise_5min,2.79
42,VIC1,0.9900000002235174,2019/01/15 00:25:00,raise_60s,0.99
43,VIC1,1.4743879120796919,2019/01/15 00:25:00,raise_6s,1.45
44,VIC1,2.7900000009685755,2019/01/15 00:25:00,raise_reg,4.73
